Name,Date,Rating,Review
Chrystal,tates 🇺🇸 on 29 June 2018,5,"Beautiful book with a beautiful message. Will be read to my daughter for many years.
"
JeffT,tates 🇺🇸 on 12 April 2018,5,"This is a GREAT book! I love it. Every family should own one and teach their children to love and treat all people equally.
"
Najda,4 June 2021,5,"This is a great book. One of the best books we found. It is great for all ages.
"
Peter Pan,22 March 2018,1,"Thank you John Oliver and team for writing this book. Everyone in my family loved it.
"
Carleton  Royds,tates 🇺🇸 on 20 March 2018,5,"I think the pictures are fantastic and the repetitive nature of the book is fanciful.
"
Barbara Needell,tates 🇺🇸 on 29 May 2018,5,"Great illustrations, wonderful spoof on that other one !  Should not be missed and so important in its all inclusiveness.
"
Jeannie Benn,tates 🇺🇸 on 15 December 2018,5,"This book is a great way to teach underdeveloped minds that we all have differences, and that we should accept the differences of others.
"
jane Nelson,tates 🇺🇸 on 19 March 2018,5,"This book simply states the power of the vote and the power of love.  The combination of the two are perfection.  #vote2018
"
Dwight Danie,tates 🇺🇸 on 21 March 2018,5,"Awesome book. Read it to my kids the other night and they really enjoyed it. Teaches tolerance and accepting of others
"
Nivedita Nair,tates 🇺🇸 on 23 October 2019,5,"Want to see a day in the life of Mike Pence? Marlon Bundo provides a bunny's perspective. Watch out for the evil stink bug!
"
Kindle Customer,tates 🇺🇸 on 26 July 2018,5,"What a great idea!  I am proud to support such great charities and get a fantastic children's book in the process!
"
Julie ,tates 🇺🇸 on 24 March 2018,5,"What a beautiful story. I'm currently pregnant with my first child and I can't wait to read this to him at bedtime.
"
Megan,tates 🇺🇸 on 24 March 2018,5,"The book by itself is bloody fantastic. The fact it gives a kick in the balls to Mike Pence is just the cherry on the cake for me. I would of purchased it just for the cherry.
"
P. Lee,tates 🇺🇸 on 19 March 2018,5,"A wonderful book about love and tolerance. Buy one for every member of your family. Proceeds go to very important and much needed charities.
"
"Keith Bowden, aka Godzylla",4 June 2021,5,"So romantic and sentimental. John Oliver was brilliant and kind to bring us the sweetest love story I’ve seen since... ever.
"
Dan Ellis,22 March 2018,1,"A Hop HaikuBunnies are the bestFriendship and love make a nestWonderful bequest[sometimes it just takes a children's book]
"
Randy Lewis,tates 🇺🇸 on 5 September 2018,5,"I bought 2 of these. Great story, pictures & teaches about diversity.  Kids love the book.
"
Shanna,tates 🇺🇸 on 3 June 2019,5,"“Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.” Martin Luther King, Jr.
"
the.original.jeff,tates 🇺🇸 on 30 May 2018,5,"Perfect story for such an imperfect time.  Gives us all hope for a nice bunny future.  Vote vote vote.  Thank you.
"
Brent,tates 🇺🇸 on 2 April 2018,5,"This book is just ridiculously cute! The illustrations are fantastic and the story of acceptance is told in a beautiful but comedic way.Tip: if you haven’t already, read the ‘reviews’ at the back of the book, they are so funny!
"
Bob Samples,tates 🇺🇸 on 19 April 2018,5,"Hysterical and timely.  And the purchase helps your fellow man, while poking Mike Pence in the proverbial eye.  What's not to love?
"
Nivedita Nair,tates 🇺🇸 on 10 May 2018,5,"I heard of this book on John Oliver the other night.  It’s a great story to teach kids that different is normal.
"
Kindle Customer,tates 🇺🇸 on 7 May 2018,5,"Love your and Karen's act on Our Cartoon President. Hope to see more of these treatments from John Oliver.
"
Greg,tates 🇺🇸 on 30 April 2018,5,"Such a sweet book and a beautiful message.  And the fact that it MIGHT piss of Mike Pence is just a bonus.
"
Shirley Wetzel,tates 🇺🇸 on 7 September 2020,5,"Fun quick read. Touches imperative aspects of how being different, in any way possible, isn't a bad thing. Cherishes everyone's uniqueness and individuality.
"
Kindle Customer,tates 🇺🇸 on 15 November 2018,5,"This book is a sweet story of love. Even though adversity, love prevails even though small minded bigots try to tear the hero’s apart.
"
ClaireB,4 June 2021,5,"What a rip on the Pence's but more importantly, a sweet , sweet story for children on the topic of gender diversity.
"
Estella Ramirez,22 March 2018,1,"This book made me cry. I'm hormonal. I can't help but hear John Oliver's voice in my head when I read it.
"
Jack,tates 🇺🇸 on 7 August 2020,5,"Excellent story, wonderfully creative characters with brilliant funny names that kids & adults will love! Great message about love. We need more books like this!
"
RL2006,tates 🇺🇸 on 20 October 2018,5,"In this age of public social-emotional fails, this book is an uplifting reminder that compassion, empathy, and reason still prevail.
"
QQQ,tates 🇺🇸 on 20 March 2018,5,"Fabulous read, I look forward to sharing this book with my kids. Everyone should know that stink bugs are temporary, and love is forever.
"
sunbro,tates 🇺🇸 on 10 May 2018,5,"This is the best book! We’ve given away at least 20 to friends!
"
Kristen V,tates 🇺🇸 on 21 March 2018,5,"Incredible book, the message is so important and the overall quality of the writing and artwork is amazing!
"
Nivedita Nair,tates 🇺🇸 on 10 May 2018,5,"Amazing work. Such a good message to teach our kids.Let's get rid of intolerance and bigotry.By this book by the millions.
"
Kindle Customer,tates 🇺🇸 on 30 April 2018,5,"First 9 times i checked, this was sold out. Perfect Easter gift. Supes excited.
"
Hugoneus, 22 March 2018,5,"I ordered it on kindle but it wont download :/ still like it cause its a gay bunny book to spite mike pence. lol
"
Upears,tates 🇺🇸 on 20 March 2018,5,"This book is wonderful and has a great message. It will be read over and over in our house. What a wonderful message.
"
Nick Tyler,tates 🇺🇸 on 20 March 2018,5,"Great kids book that is fun for adults as well! The only negative is that it isn’t compatible with the Kindle app for for iPads.
"
April,4 June 2021,5,"Order! This! Book! We waited a month to receive it and it was worth the wait!!! Ordered extra copies for my friends and family!!!
"
Kylie,22 March 2018,1,"This is a great book for everyone! Everyone should read it and be accepting of all of our differences and choices in life.
"
bookworm,tates 🇺🇸 on 2 October 2019,5,"What's not to love! I was so excited to get this with the first release. Super cute story and illustrations.
"
Emma Hans,tates 🇺🇸 on 19 June 2018,5,"I read to my grandchildren and love to do voices.  The stink bug is a fun one.
"
Andrew and Becky,n 30 July 2018,5,"This is the sort of story every kid (and some adults) should take to Hart it's important that you understand its never what/who you love it's just important that you do, and real friends will always cheer for you (because that's what friends do)
"
Brittany Ly,tates 🇺🇸 on 20 March 2018,5,"This was expensive for what it was but overall very cute and the ""donation"" was going to a good cause.
"
Jsoroka,tates 🇺🇸 on 4 January 2020,5,"Shared the story with my family. The best part is that all proceeds to to LGBT community.
"
Nivedita Nair,tates 🇺🇸 on 19 November 2018,5,"I loved it from start to finish. A feel good read on how social norms should be.
"
Kindle Customer,tates 🇺🇸 on 26 July 2018,5,"Such a great book!  Beautifully illustrated and with a great message about equality.
"
Sarah,tates 🇺🇸 on 4 May 2018,5,"Love everything about this book! John Oliver is the best!
"
Loretta Clark,tates 🇺🇸 on 27 April 2019,5,"love this booklove the storylove John OliverGave two away as gift and they were perfect!
"
steelejason,tates 🇺🇸 on 1 April 2018,5,"Best children’s book of our generation. Shows kids they should be able to be happy no matter who they want to hop with.
"
Regina Fontaine,une 2021,5,"Exactly what we all need right now! My 6 year old enjoyed it and recognized right away who The Stink Bug looks like and represents.
"
Kindle Customer,March 2018,1,"Finally got this after weeks of being backordered. Worth the wait! My girls love Marlon and hate that mean old Stink Bug. Too cute!
"
Debsmusings,tates on 15 December 2019,5,"Not just about a boy bunny who loves another boy bunny, but also gives a lesson in the power of voting.
"
BhB,tates on 3 May 2018,5,"I love this book so much. It has such an amazing message and speaks of tolerance and love of other people. Incredible.
"
David Neumeyer,tates on 5 May 2018,5,"It's important to teach adults and children about the importance of love and tolerance. This book does that with beautiful illustrations.
"
Kalafya Brown,tates on 1 May 2018,2,"Sorry folks I mostly bought this to stick it to Mike Pence, once I received it I donated it to our local library.
"
Brenda A. Huber,tates on 19 March 2018,5,"So good, the illustrations are absolutely adorable. I read it in Jim Parson's voice in my h3ad after hearing an audio book snippet
"
Nivedita Nair,tates on 4 May 2018,5,"Great for adults with a sense of humor. Great for kids if you plan on raising well-balanced and accepting children.
"
Kindle Customer,tates on 10 May 2018,5,"A great book with a great lesson! I also really like the idea of promoting eating the crust on sandwiches to children :)
"
Abigail A,tates on 21 August 2018,5,"If you don't know a Marlon Bundo, then you need to come out of YOUR closet.  😉Don't buy imitations of this book.
"
Rebecca E,tates on 14 April 2018,5,"Very cute and funny.  Makes me have hope for our future. So true... stink bug is temporary,  love is forever
"
Amazon Kunde,tates on 21 March 2018,5,"I like the mood of this book. Not stuffy or mean. Very much what I would expect from John Oliver and his friends.
"
Kelsi V,4 June 2021,5,"This was a really cute story. I'm glad we picked this up instead of the other bunny book. The Audible was a great addition.
"
Ashley Watkins,22 March 2018,1,"This is my seven year old's new favourite book! Valuable lessons about democracy, community support, and more. Lovely illustrations.
"
Jeremy R.,tates 🇺🇸 on 20 March 2018,5,"Very cute with an inspirational message, can't help but to giggle at the presidential jabs.
"
Lainagh,tates 🇺🇸 on 11 May 2019,5,"Brave and smart animals.  So glad some of the money goes to a good cause also. Keep up the good work.
"
ktMcD,tates 🇺🇸 on 18 July 2018,5,"Loved it! Great for littlies and biggies alike...a simple and sweetly delivered life lesson, and the money goes to a great cause.
"
Ellen Glinkie,tates 🇺🇸 on 19 March 2018,5,"Hopefully it will teach our grandchildren about alternative parents that are the same as traditional parents.
"
Jo Bowans,tates 🇺🇸 on 20 March 2018,5,"What a charming story about love, friendship, and how to be a happy bunny! I look forward to sharing this with our grandchildren.
"
Nivedita Nair,tates 🇺🇸 on 20 March 2018,5,"Ordering one of these for every parent of  small children I know! My seven-year-old loves it! Vote the stink bug out!
"
Kindle Customer,tates 🇺🇸 on 20 March 2018,5,"It really is a great story, even without any of the political/social context.  I enjoy reading this to my daughter.
"
Anonymous,tates 🇺🇸 on 21 March 2018,5,"What a great book!Plan to use it with teaching toddler about being open minded, non judgemental, and power in agreement
"
bella,tates 🇺🇸 on 4 May 2018,5,"Best children's book ever, as it focuses on love and inclusion.  Thank you John Oliver for bringing some sanity to the world.
"
MD Buyer,tates 🇺🇸 on 19 March 2018,5,"Of course it's great I have it on my coffee table for all to see.
"
Reader,4 June 2021,5,"Lovely story, beautifully told and illustrated.  Needs to be in every library.
"
Curtis L. Wilbur,22 March 2018,1,"Best book ever!!!! Thank you John Oliver for your awesomeness!
"
Drewie,tates 🇺🇸 on 5 December 2018,5,"Keep it up John Oliver - this is now a coffee table book for me and I love it.
"
Drewie,tates 🇺🇸 on 19 March 2018,5,"Love this book and the message of love and not hate!
"
S. Wilton,tates 🇺🇸 on 8 June 2018,5,"This book is hilarious!! John Oliver is treasure. It is very well done and quite appropriate for children! Bravo!!
"
John Lewis,tates 🇺🇸 on 19 April 2018,5,"This ranks right up there with The Giving Tree and The Everything Seed.  Vote for love, not hate.
"
Me,tates 🇺🇸 on 16 May 2018,5,"A very charming story of love, bunny style. Hopefully it gives a certain segment of society something to think about. Probably not, though.
"
StopDiabetes, 31 August 2018,5,"The first new book I'm buying for all the young kids in my life. I was impressed with everything in this book.😃
"
Nivedita Nair,tates 🇺🇸 on 20 March 2018,5,"Funny and cute book. Recommended
"
Kindle Customer,tates 🇺🇸 on 19 March 2018,5,"Good job, John Oliver and the book's author and illustrator.  A great message for all to read.  Thanks for donating all proceeds.
"
Daniel R. Malcor,tates 🇺🇸 on 7 May 2018,5,"... and it has rabbits in it, which is our daughter favorite animal at the moment. A sweet story for the kids. A giggle for the adults. Drawings are beautiful. Well done.
"
Teresa,tates 🇺🇸 on 21 July 2019,5,"This was a present for a friend's birthday.  She says she loves it.
"
DJanss,4 June 2021,5,"Oh! Last Week Tonight!  You make me laugh AND make the world a better place for everyone.Thank you for this book <3
"
Michele Hennessey,22 March 2018,1,"This book is a very good way to teach young children about acceptance and understanding of different types of relationships
"
Apricott45,tates 🇺🇸 on 10 May 2018,4,"Loved the story.  Downloaded the Kindle version to my 11 year old nieces tablet as an Easter gift.....she loved it too.
"
Jj,tates 🇺🇸 on 21 July 2018,5,"Beautifully illustrated, well-written, and a lovely message.  Proceeds go to very important causes & it will ruffle the vice bigot's feathers. Excellent purchase
"
Jennifer Vest,tates 🇺🇸 on 20 June 2019,5,"I loved it! It was very funny and adorably sweet. It’s also great to support some great charities. Highly recommend.
"
Joshua Kennedy, 26 April 2018,5,"This book has a great message for adults and kids.  This book brings light to the darkness that has came over this country.
"
Fred Williams III,tates 🇺🇸 on 20 March 2018,5,"It is a great story and my kids have read it many times.
"
Aaron CQ3,tates 🇺🇸 on 22 July 2020,5,"I love John Oliver and I love the reason he published this book and I like where the profit is going!
"
Nivedita Nair,tates 🇺🇸 on 3 April 2018,5,"What a wonderful story of inclusiveness. I love the ending and can't stand that sucky stink bug. Congratulations. John Oliver. Love your show.
"
Kindle Customer,tates 🇺🇸 on 24 July 2019,5,"This book is sweet and funny and focuses on how differences make everyone special and is an adorable story of love.
"
Amazon Customer,tates 🇺🇸 on 21 May 2018,5,"If you like Mike Pence, you’ll love this book. My kids look forward to me reading it to them before bedtime prayer.
"
NOONE,tates 🇺🇸 on 21 July 2018,5,"Outrageously funny and supports an excellent cause!
"
Keenan Weiss,une 2021,5,"This is a book for young and old, shy or bold, for em, may I say, anyone who has ever felt human.
"
Mr. PTowers,March 2018,1,"Wonderful story to teach love & acceptance to kids. Cute for adults, too!
"
Rick R,tates on 20 March 2018,5,"I waited a month for this book and it was worth every single minute I waited. Every page was beautifully illustrated.
"
Justine,tates on 8 November 2019,5,"A great way to teach kids that love is love
"
Michelle Magin,tates on 12 November 2019,5,"An amazing book from an amazing person! I love the illustrations and the message behind it. Definitely buy it!
"
Dvolsung,tates on 21 July 2020,5,"I enjoyed this book a lot. It is very charming and funny. Definitely would recommend.
"
Shane Crone,tates on 10 May 2018,5,"This is just such an adorable book. Great storyline and illustrations. The kids love it. Would highly recommend for anyone to buy.
"
richardb,tates on 3 September 2018,5,"My two year old loves this book. It’s a good story with cute art work and a great message.
"
Nivedita Nair,tates on 28 June 2018,5,"I'm honored to purchase this book. I hope billions of copies get sold.  This is greatThank you John Oliver
"
Kindle Customer,tates on 8 May 2018,5,"Not big on detail but plenty big in love, friendship, and democracy. Great for young kids. Too bad certain adults won't ""get"" it.
"
"Gabriel Flores, EdD",ingdom on 8 December 2018,5,"This is a very sweet book. The illustrations are great and the story is fabulous. Add the Audible edition, it is worth it.
"
Syd,tates on 19 March 2018,5,"It was a good first step for having children experience homosexuality as well as good slant at the vice president.
"
Autumn,une 2021,5,"This was a gift for John Oliver fans, so it was a big hit.  Delivered as promised.
"
Brenda,March 2018,1,"We need more books like this out there!  Amazon requires at least twenty words.  So here are some more words.
"
Kindle Customer,tates on 5 October 2019,5,"Forget the cynical genesis of this book.  It is a great book on tolerance.  A book fit for children and adults.
"
Carrie R Hill,tates on 19 May 2018,5,"Very well written and illustrated. It stands on its own; even taller in the context of its existence. Well done!
"
Brian R. Luedtke,tates on 14 October 2018,5,"Took a while to get here, but I understand. I gifted it to the GSA club at our school.
"
Ecclesia,tates on 12 May 2018,5,"this book is a lovely way to donate for great cause, celebrate freedom, and even show kids the golden rule: love wins.
"
Dave P,tates on 9 September 2019,5,"Yes it was perfect.Yes it was good.Yes did I love it.Yes buy it you should!A poem by me
"
Bev,tates on 19 July 2018,5,"Daughter has read it about 100 times already.  Fantastically uplifting and sweet story with humor not lost on adults.
"
Nivedita Nair,tates on 4 September 2018,5,"Not just a way to give an ""eff you!"" to our Vice President, but an excellent children's story with a great message.
"
Kindle Customer,tates on 22 May 2018,5,"Money well worth the good cause.  I recommend that everyone should go out and get multiple copies.  Donate a copy.
"
C. Corey,tates on 18 February 2020,5,"This book is adorable and has many good messages for kids. Love it !
"
Kristen Gleason,tates on 18 July 2018,5,"This book is truly a lovely story about two bunnies who fall in love.such a beautiful book!wonderful. Read it. Love it.
"
Connie Martin,4 June 2021,5,"Love this! I just wish the Kindle e-book was compatible with the Kindle iPhone app.
"
Diane Irizarry,22 March 2018,1,"Love is stronger than hate & stink bugs!  I now need to listen to the audio version. I love this book.
"
David Michael Sirois,tates 🇺🇸 on 19 March 2018,5,"I love that this book teaches others to admire everyone's difference and love with your heart, not what everyone expects you to love!!!
"
SEAN P KNEELAND, 4 August 2018,4,"I’m so happy our children will grow up with this book. Inclusion. Love.“Stink bugs are temporary. Love is forever.”
"
Kat D. Tachera,tates 🇺🇸 on 20 March 2018,5,"I highly recommend this book. Especially for those who feel different. Stink bugs are temporary! Love is forever. Absolutely genius.
"
Sheri A Freeman,tates 🇺🇸 on 12 May 2018,5,"One of the best children books ever. John Oliver is the best troller on the universe. Bonny beautiful.  Amazine thank you.
"
Laura Marie Lewis,tates 🇺🇸 on 27 January 2020,5,"I love this story and so does my 2 year old son. I got it with the audible audio which made even better!
"
Booger anon,tates 🇺🇸 on 31 December 2018,5,"Tolerance is in short supply today, especially in Washington, D.C. I was glad to contribute to that cause.
"
Nivedita Nair,tates 🇺🇸 on 9 February 2019,5,"I love this book yes I know it's a kids book yes I know I'm an adult. But this book is wonderful!
"
Kindle Customer,tates 🇺🇸 on 24 February 2019,5,"Absolutely love this book & so does my granddaughter who just turned five & has memorized many pages already!!!!
"
Jordan Miller, 23 March 2018,5,"Love is love and it's a great way to introduce the concept to young children.
"
Anna,tates 🇺🇸 on 12 May 2018,5,"Hahahahahaha the profits are going to charity and Mike Pence must hate this. How perfect! How fitting! How beautiful. John Oliver, I love you.
"
toni didona,une 2021,5,"It made my girlfriend cry happy tears, it was adorable. I am lookIng forward to reading it to my nieces and nephews.
"
oberstarr,March 2018,1,"Delightful! Not a put-on, a real insightful, beautifully produced children's book. Plus a good way to troll Vice President Stinkbug (inside joke)
"
Lyanda Dixon,tates on 6 May 2018,5,"I too immediately fell in love with Wesley and Marlon Bundo.  It may make you cry, from joy, not from fear.
"
Elice A. Garcia-Baca,tates on 10 June 2018,5,"I am convinced that this is the book the real Marlon Bundo would support. Delightful. And proceeds go to a great cause.
"
Rebecca,tates on 2 April 2018,5,"sweet! Definitely a book for our times. Well written, gorgeously illustrated and, this is true, entirely appropriate for every reader!!
"
torey buck,tates on 15 July 2018,5,"A funny and touching story for children with good pictures for us adults 😊 so we can understand things that are different will love reading it to my grandchildren
"
Pamela Erickson,0 April 2018,5,"It’s an amazing children’s book. It teaches the values we should all be taught! Love matters the most. It’s adorable -loved it
"
Leslie Shick,tates on 20 March 2018,5,"A gay bunny in the White House!!!  What's not to love!!  Bring on an entire series!!!
"
Nivedita Nair,tates on 8 December 2018,5,"🙌 🙌 🙌  💍 💝 💖 🐝 🍻 🌹 🙌 🍰 💍  tell your friends to buy this book 🎉
"
Kindle Customer,tates on 16 November 2018,5,"Funny and endearing, you would expect nothing less of comedian John Oliver.  A bedtime story for children and adults alike.
"
Amazon Customer,tates on 25 May 2018,5,"This book was so cute! The topic is 200% kid friendly and delivered in a socially as well as developmentally appropriate way!
"
Scott Alberts,tates on 20 March 2018,5,"Great book for older kids to explain about being homosexual, in a classy and sweet book
"
H. Dumas,une 2021,5,"Beautiful book with a beautiful message ❤My boyfriend and I bought the ebook and Audible version immediately after watching John Oliver today.
"
Charlie C.,March 2018,1,"Best book ever!!! The story line is so cute and funny. The pictures are cute and cleaver. Great read for all.
"
Atzimba,0 December 2018,5,"What more to say? Read the headline. But I need 13 more words so bravo John Oliver and boo Stink bug.
"
Alicia Erazo,tates on 19 March 2018,5,"Great book for all ages. I love how it shows how we all should learn to live together.
"
Barbara,tates on 21 March 2018,5,"Maybe now with pictures and few words some will understand better.Love is love. And it's good to have friends like you
"
Angler Fish,tates on 7 May 2018,5,"Great morals to teach the toddler, especially with the hateful administration we have today. Well illustrated and a fun book.
"
Amazon Customer,tates on 20 March 2018,5,"This book is delicious!-anonymous grizzly bearFor serious, though, it's a charming little thing for a good cause. Buy it.
"
Alfie Dee,tates on 28 June 2018,5,"Cute book. Well written and illustrated. My 7 year old loved it!
"
Nivedita Nair,tates on 22 May 2019,5,"What a sweet story with wonderful messages of acceptance and empowerment! As Marlon Bundo would say, ""Stink bugs are temporary. Love is forever.""
"
Kindle Customer,tates on 26 May 2018,5,"That is all I need to say, as smiles are important. We need more stories like this bring more smiles to us all.
"
John H.,tates on 16 April 2018,5,"It's a wonderfully made book with a great message. It is completely child-friendly and all the proceeds go to a great cause.
"
H. Kaczmarski,tates on 31 March 2019,5,"The art is gorgeous and the message touching. The reviews at the end were a particularly fun touch. I love all of it
"
Kindle Customer,une 2021,5,"LOVE it! The narraration and artwork was perfect. The message was beautiful, also. I hope they put out another book about their bunnymoon.
"
Magikarp Salad,March 2018,1,"Simply fabulous. Thanks heaps to John Oliver and the Last Week Tonight team.One two three four five six seven +more words.
"
NanaNemo,tates on 1 May 2018,5,"This is seriously the sweetest book, and so clever! Lots of pop culture references and funny little lines. So glad we got it!
"
Steve,tates on 26 April 2018,5,"So  much fun. This is the Marlon Bundo book to get. And the profits go to a good cause, too.
"
Amazon Customer,October 2019,5,"Cute little book, but serious about content. But most of all, a great sarcastic answer to VP Mike Pence's rabbit book.
"
cfrob,tates on 5 June 2019,5,"Great book that combats ignorance and hatred in a perfect way. I bought few copies and also donated to the Trevor project directly
"
Lee G.,tates on 19 March 2018,5,"Hilarious enough for adults to have fun reading the underlying jabs and more wholesome than breastmilk for the kids.
"
Ash,tates on 16 July 2018,5,"This book made me so happy and the fact that the proceeds go to help young LGBT makes this book worth ever penny
"
Ash,tates on 20 March 2018,5,"This book is adorable!  My daughter loves it and it is a welcome addition to our book collection
"
Nivedita Nair,September 2018,5,"Such a great book with a great message, the giant middle finger to mike pence just being a bonus. :)
"
Kindle Customer,tates on 23 March 2018,5,"What a fantastic book!  I'm so impressed and encourage all of my parent-friends to share with their families.
"
Bo,tates on 20 March 2018,5,"Loved the book. I feel sorry that the real Marlon Bundo lives with Pence and I hope that changes soon. Free Marlon Bundo!!!!!
"
dpct,4 June 2021,5,"Nice illustrations, the narration enhances the story very well. Makes for  great gift. I would definitely buy again! So cute
"
kmk,22 March 2018,1,"Love John Oliver LOVE this book and so does my 4yo
"
Ross Riley,tates 🇺🇸 on 27 April 2019,5,"Bought three so far for my nieces and friends kid. Whos kid wants one? Cuz Auntie Ellie’s got chu
"
Amazon Customer,tates 🇺🇸 on 19 March 2018,5,"Funny how the book came about.  Aside from that its a great kids book that teaches good values.
"
Demian,tates 🇺🇸 on 16 April 2018,5,"Fine book.  Ah a tribute to bunnies every whereBunnies should always follow their hearts. And stink bugs, well they stink.....all day every day
"
Anamegoeshere,tates 🇺🇸 on 6 April 2019,5,"A great children's book, the kids will enjoy the story and the adults can enjoy the message.
"
Elizabeth Joven,tates 🇺🇸 on 19 March 2018,5,"Nice book. I smile throughout it. My son and I keep it out to read and re-read.
"
L. R. Hardin,tates 🇺🇸 on 5 April 2019,5,"Teaches an important lesson that being different, and open-minded is ok; as well as teaching kids that they can make a change.
"
Sean M,tates 🇺🇸 on 19 March 2018,5,"My wife had seen this book advertised and I bought it for her as a gift. She loves it.
"
Nivedita Nair,tates 🇺🇸 on 1 June 2018,5,"My kids love this book and it makes my heart burst with happiness when I read it to them
"
Kindle Customer, 22 January 2019,5,"This is a great book. It disturbs some of my relatives a great deal.
"
Bryant Naro,tates 🇺🇸 on 28 May 2018,5,"Let's all get rid of the stink bugs.  They really need to go. Good job john. Vote, vote and vote.
"
shivwits,une 2021,5,"It's an ok book. I bought it to support the causes it will ultimately help.
"
Amazon Customer,March 2018,1,"Love it!  A very fun, sweet, clever read.  A message you can be proud for your children to learn,
"
publicprofile,tates on 20 March 2018,5,"An excellent book about being different and being allowed to be different.  Sure to be a classic.
"
allen r,7 June 2018,5,"Just got my copy and read it...now I'm all teared-up. Wonderful book for kids and adults. Hurray for Marlon Bundo!
"
Mr Guy with too many hobbies,tates on 2 June 2018,5,"The life of Marlon Bundo makes for a great children's book. Well done John Oliver and all!
"
BrooksNYC,tates on 5 December 2018,5,"This should be put into every elementary school's reading list. The main message teaches the importance of community, tolerance and love.
"
Jennifer Beaumont,August 2018,5,"Birthday gift for a crazed friend. I read it before wrapping and it is a very sweet book.
"
JHM,tates on 19 March 2018,5,"Such a cute book! I want to get the Audible version to hear the actors! Dill Prickle - best name ever!
"
aubrey iwanicki,tates on 27 April 2018,5,"Very cute book. Explains the different parts of like in a beautiful way.
"
Nivedita Nair,tates on 18 June 2018,5,"The premise behind this book being made is great but the actual book itself and the audio book make me smile.
"
Kindle Customer,tates on 20 March 2018,5,"bought it for boyfriend's 2 year old nephew. loved it. great story good premise and proceeds go to charity
"
Jim,tates on 20 March 2018,5,"I love this book. The pictures are beautiful and the story is very good.Would be five stars but its not well written in terms of using good english. Phrases such as'Hes not very fun. Im very very fun'. Still a nice book to have.
"
FMHcfo,une 2021,5,"It's a great book for children on respect, acceptance, and love. The graphics are super cute and the story is warming.
"
lisco,March 2018,1,"A beautiful love story and an important reminder that we are all equal, loved and strong ! :-)
"
Michael Sawyer,tates on 11 July 2018,5,"I think it's perfect.  Just the right way to help everyone accept and love... tolerance and acceptance are learned behavior.
"
Amazon Customer,tates on 20 March 2018,5,"I love the story.  And love even more to know that we can piss off Mike Pence!
"
ML33,tates on 19 March 2018,5,"A true voice for equal rights for all. Very cleverly written.And the book does some good. I loved it!Thank you
"
Steve,tates on 13 May 2018,5,"I am also a boy loving boy Bunny and stink bugs are on the wrong side of history.  Love trumps hate.
"
Kellie Transue,tates on 24 March 2018,5,"I should have known this book would be funny, AND make a wonderful point! Thank you! So, glad I bought it!
"
Denis Dumas, January 2019,5,"Diapppointed it won’t open with the Kindle App on my iPad.  Yes my version is up to date.
"
Gordon E Moore,tates on 1 June 2018,5,"Five stars for pissing off pence! Plus it's an adorable book! Who doesn't love bunnies!?And it's Suitable for all ages
"
Nivedita Nair,tates on 20 April 2018,5,"Incredibly worth the money. Not expensive, great and cute story, lends to a great cause. Also, screw you Mike Pence.
"
Kindle Customer,tates on 19 March 2018,5,"I would indeed recommend it. Why twenty words I don't need that many but ithout it was a good message azwell
"
jeanna,tates on 25 May 2019,5,"I love the foundation the proceeds are going to. This book is also so cute and a wonderful story about love.
"
Sonja L,une 2021,5,"Love is strong even if others feel its wrong. Friends are the best support system. A bunny tale worth sharing.
"
Angela,March 2018,1,"Cute book with a serious message about tolerance and acceptance of differences. Young children need more exposure to books like this.
"
B. Penn,tates on 20 March 2018,5,"This book was the cutest thing ever and it's for the best cause!!! This is better than the superPAC by far!!!
"
Jaret Hoeppner,tates on 4 April 2018,5,"Probably one of the greatest ideas to get under a politician's skin I've ever seen.  The book is good too!
"
Josh,tates on 21 June 2018,5,"It's simple and carries a strong message and it makes me feel better about myself. It's something people need to learn.
"
Amazon Customer,tates on 30 July 2018,5,"This is the best children's book on the subject of homosexuality and acceptance. All of my kids love it.
"
Amazon Customer,tates on 2 April 2018,5,"Some people are only interested in perfect. This is a book for all of us who are perfect with our imperfections.
"
christina myers,tates on 8 August 2018,5,"""Unless you become as one of these little children, you can not enter into the kingdom of heaven"" Jesus the teacher.
"
Emanon,tates on 14 May 2018,5,"I am honored that I gave to two wonderful organizations that can do so much.Love, love, love, love, love.
"
Nivedita Nair,tates on 24 April 2018,5,"Beautifully written and illustrated - an instant classic! A great way to teach friendship, love, and democracy in today's divisive world.
"
Kindle Customer,tates on 26 July 2018,5,"Very sweet story with a great purpose.  Love they included a stink bug.  Illustrations are charming.
"
Camille C,tates on 7 May 2018,5,"The book was, like I said, extremely cute and excellent. The art is great too! It makes the story even cuter!
"
Amazon Customer,4 June 2021,5,"The book is amusing, well written and insightful. It is suitable for children and adults.
"
Kris,22 March 2018,1,"This book is, thankfully, so much more rewarding to read, and something I'm proud to give to both of my boys.
"
ronak talati,tates 🇺🇸 on 23 April 2018,5,"What a wonderful story. It made me feel hopeful that things will eventually change for the better.Thank you John Oliver!
"
Amazon Customer,tates 🇺🇸 on 19 March 2018,5,"Used this book for my classroom. Addressed the politics but still got the point across.
"
Aye,ingdom 🇬🇧 on 9 July 2019,5,"Lovely story, sweet pictures, definitely spring for the Audible accompaniment!The proceeds go to support the Trevor Project, a good cause.
"
